Orthogroup	Babesia_bovis	Cardiosporidium_cionae	Cryptosporidium_parvum	Cyclospora_cayetanensis	Eimeria_tenella	Haemoproteus_tartakovskyi	Hepatocystis	Neospora_caninum	Nephromyces	Plasmodium_berghei	Plasmodium_chabaudi	Plasmodium_falciparum	Plasmodium_gaboni	Plasmodium_gallinaceum	Plasmodium_knowlesi	Plasmodium_reichenowi	Plasmodium_vivax	Plasmodium_yoelii	Sarcocystis_neurona	Theileria_annulata	Toxoplasma_gondii
OG0034237																					TGME49_291970
OG0034238																					TGME49_292070
OG0034239																					TGME49_292150
OG0034240																					TGME49_292245
OG0034241																					TGME49_292250
OG0034242																					TGME49_292290
OG0034243																					TGME49_292310
OG0034244																					TGME49_292325
OG0034245																					TGME49_292335
OG0034246																					TGME49_292360
OG0034247																					TGME49_304870
OG0034248																					TGME49_304880
OG0034249																					TGME49_304920
OG0034250																					TGME49_304930
OG0034251																					TGME49_304980
OG0034252																					TGME49_305000
OG0034253																					TGME49_305070
OG0034254																					TGME49_305080
OG0034255																					TGME49_305100
OG0034256																					TGME49_305110
OG0034257																					TGME49_305130
OG0034258																					TGME49_305270
OG0034259																					TGME49_305280
OG0034260																					TGME49_305315
OG0034261																					TGME49_305485
OG0034262																					TGME49_305498
OG0034263																					TGME49_305630
OG0034264																					TGME49_305890
OG0034265																					TGME49_305990
OG0034266																					TGME49_306010
OG0034267																					TGME49_306035
OG0034268																					TGME49_306070
OG0034269																					TGME49_306200
OG0034270																					TGME49_306235
OG0034271																					TGME49_306334
OG0034272																					TGME49_306342
OG0034273																					TGME49_306370
OG0034274																					TGME49_306390
OG0034275																					TGME49_306455
OG0034276																					TGME49_306490
OG0034277																					TGME49_306580
OG0034278																					TGME49_306688
OG0034279																					TGME49_306692
OG0034280																					TGME49_306700
OG0034281																					TGME49_306710
OG0034282																					TGME49_306720
OG0034283																					TGME49_306730
OG0034284																					TGME49_307575
OG0034285																					TGME49_307603
OG0034286																					TGME49_307620
OG0034287																					TGME49_307630
OG0034288																					TGME49_200595
OG0034289																					TGME49_200600
OG0034290																					TGME49_200700
OG0034291																					TGME49_207015
OG0034292																					TGME49_207030
OG0034293																					TGME49_207050
OG0034294																					TGME49_207065
OG0034295																					TGME49_207110
OG0034296																					TGME49_207150
OG0034297																					TGME49_207230
OG0034298																					TGME49_211860
OG0034299																					TGME49_211880
OG0034300																					TGME49_211920
OG0034301																					TGME49_212030
OG0034302																					TGME49_212045
OG0034303																					TGME49_212060
OG0034304																					TGME49_212145
OG0034305																					TGME49_212280
OG0034306																					TGME49_212290
OG0034307																					TGME49_214070
OG0034308																					TGME49_214080
OG0034309																					TGME49_214100
OG0034310																					TGME49_214115
OG0034311																					TGME49_214160
OG0034312																					TGME49_214220
OG0034313																					TGME49_214295
OG0034314																					TGME49_214380
OG0034315																					TGME49_214385
OG0034316																					TGME49_214390
OG0034317																					TGME49_214400
OG0034318																					TGME49_214410
OG0034319																					TGME49_214420
OG0034320																					TGME49_214430
OG0034321																					TGME49_214545
OG0034322																					TGME49_214550
OG0034323																					TGME49_214575
OG0034324																					TGME49_214783
OG0034325																					TGME49_214787
OG0034326																					TGME49_214835
OG0034327																					TGME49_214860
OG0034328																					TGME49_214950
OG0034329																					TGME49_215050
OG0034330																					TGME49_215055
OG0034331																					TGME49_215100
OG0034332																					TGME49_215165
OG0034333																					TGME49_215185
OG0034334																					TGME49_215270
OG0034335																					TGME49_215328
OG0034336																					TGME49_215340
OG0034337																					TGME49_215343
OG0034338																					TGME49_215347
OG0034339																					TGME49_215360
OG0034340																					TGME49_215425
OG0034341																					TGME49_215460
OG0034342																					TGME49_215540
OG0034343																					TGME49_215580
